OBJECTID,GEOID,ZONE_CODE,COUNT,AREA,MEAN
171,42101034600,171,2066,1859400,27.28160196
172,42101034701,172,1273,1145700,26.39200553
173,42101008602,173,410,369000,28.56709431
174,42101037500,175,1153,1037700,25.65912789
175,42101018001,176,429,386100,27.38012425
176,42101011000,177,565,508500,27.60624228
177,42101011100,178,1451,1305900,27.81274277
178,42101011300,179,373,335700,28.15548076
179,42101011400,180,1081,972900,27.50019587
180,42101011500,181,411,369900,27.50129956
181,42101011800,182,1014,912600,27.72614485
182,42101011900,183,763,686700,27.55018754
183,42101012000,184,668,601200,26.05992574
184,42101012100,185,979,881100,25.82712397
185,42101013100,186,357,321300,27.3390832
186,42101013500,187,447,402300,27.85764157
187,42101003002,188,250,225000,28.3943634
188,42101031401,189,661,594900,27.51338766
189,42101013401,190,179,161100,27.32316871
190,42101018002,191,490,441000,27.94895375
191,42101013800,192,380,342000,27.68275596
192,42101013900,193,623,560700,27.32941144
193,42101014100,194,625,562500,28.24624629
194,42101035602,195,1554,1398600,26.75664197
195,42101015101,196,216,194400,28.0970702
196,42101015102,197,617,555300,27.66702701
197,42101009100,198,471,423900,27.37118427
198,42101033600,199,1281,1152900,27.01892404
199,42101004202,200,503,452700,28.74328079
200,42101016800,201,646,581400,27.63377258
201,42101007000,202,522,469800,28.58447412
202,42101029100,203,1485,1336500,27.5758905
203,42101980100,204,6201,5580900,22.78117812
204,42101021300,205,599,539100,26.90227416
205,42101030000,206,1015,913500,27.18435591
206,42101013300,207,398,358200,28.58979912
207,42101026100,208,723,650700,27.23380964
208,42101026200,209,621,558900,27.18336076
209,42101026302,210,779,701100,27.53161049
210,42101026400,211,886,797400,27.17680989
211,42101026500,212,610,549000,27.68250978
212,42101026600,213,1012,910800,26.92393292
213,42101026700,214,713,641700,28.04017282
214,42101031402,215,580,522000,27.52440712
215,42101016701,216,282,253800,28.20230287
216,42101027901,217,469,422100,27.62480382
217,42101027902,218,975,877500,25.87885983
218,42101008702,219,319,287100,27.29391231
219,42101008101,220,269,242100,28.75654835
220,42101007102,221,462,415800,28.683696
221,42101008701,222,286,257400,27.2796506
222,42101008102,223,404,363600,29.24602848
223,42101001002,224,524,471600,26.83680754
224,42101037800,225,6301,5670900,25.04993948
225,42101037600,226,771,693900,28.25914577
226,42101014500,227,357,321300,27.71194253
227,42101031200,228,426,383400,27.66991292
228,42101021800,229,1120,1008000,26.05749664
229,42101038700,230,2296,2066400,24.1793205
230,42101038800,231,1553,1397700,24.60852454
231,42101038900,232,1421,1278900,25.66785074
232,42101037900,233,1567,1410300,28.24919293
233,42101038200,234,2044,1839600,28.71844509
234,42101038000,235,976,878400,27.96177814
235,42101038100,236,5503,4952700,25.14887501
236,42101001001,237,255,229500,26.70323403
237,42101037300,238,3031,2727900,25.7267719
238,42101037200,239,1142,1027800,27.88983149
239,42101038400,240,2879,2591100,24.04629441
240,42101038600,241,3709,3338100,23.63104229
241,42101038500,242,1494,1344600,24.2620973
242,42101025500,243,850,765000,25.84940925
243,42101025600,244,967,870300,25.05608096
244,42101025700,245,825,742500,26.13528428
245,42101025800,246,649,584100,25.85888028
246,42101025900,247,610,549000,27.48768651
247,42101017602,248,444,399600,28.58162772
248,42101017800,249,736,662400,28.32230232
249,42101017900,250,793,713700,28.11511638
250,42101017701,251,270,243000,28.82711758
251,42101035601,252,2269,2042100,26.53581973
252,42101980400,253,3288,2959200,27.50984568
253,42101013402,254,267,240300,27.48830628
254,42101013601,255,196,176400,27.46393772
255,42101008801,256,207,186300,27.94712218
256,42101980500,257,461,414900,25.22482406
257,42101015200,258,744,669600,27.52422919
258,42101018300,259,2131,1917900,26.30615047
259,42101018400,260,2577,2319300,24.63034023
260,42101019000,261,871,783900,28.05245387
261,42101019100,262,1612,1450800,28.15886058
262,42101019200,263,741,666900,28.71775066
263,42101019700,264,501,450900,28.40034652
264,42101019800,265,603,542700,28.69873988
265,42101019900,266,735,661500,28.6664623
266,42101020000,267,350,315000,28.45646022
267,42101020200,268,840,756000,27.51898193
268,42101020300,269,555,499500,28.1240081
269,42101020400,270,456,410400,27.82651694
270,42101020500,271,1587,1428300,27.41516008
271,42101020600,272,1501,1350900,25.94966102
272,42101020800,273,993,893700,24.75596156
273,42101000401,274,258,232200,26.7708978
274,42101034501,275,501,450900,26.58519643
275,42101000901,276,116,104400,27.8562138
276,42101017702,277,539,485100,28.77972423
277,42101005600,278,933,839700,26.10878028
278,42101000500,279,476,428400,28.15570985
279,42101034803,280,1430,1287000,25.85067262
280,42101006000,281,1191,1071900,27.6850959
281,42101006100,282,594,534600,27.50791356
282,42101006300,283,616,554400,27.75444278
283,42101006400,284,732,658800,26.71413388
284,42101026800,285,860,774000,26.91175977
285,42101014400,286,675,607500,28.10105803
286,42101036600,287,2998,2698200,23.69943415
287,42101020900,288,624,561600,26.3006067
288,42101021000,289,1010,909000,26.64542729
289,42101021100,290,613,551700,26.46715955
290,42101021200,291,571,513900,26.19712549
291,42101021400,292,732,658800,26.52658623
292,42101021500,293,1149,1034100,25.94828933
293,42101015600,294,478,430200,27.67626685
294,42101015700,295,538,484200,27.91330784
295,42101015800,296,645,580500,27.69715548
296,42101016100,297,786,707400,27.87827804
297,42101016200,298,404,363600,27.36401609
298,42101016300,299,636,572400,28.04360472
299,42101016400,300,537,483300,28.07636356
300,42101016500,301,437,393300,27.48237641
301,42101016600,302,291,261900,27.73563723
302,42101016002,303,436,392400,28.07953749
303,42101016001,304,365,328500,28.09554728
304,42101039002,305,1207,1086300,27.80168353
305,42101018801,306,457,411300,28.58803053
306,42101039001,307,1048,943200,27.67509804
307,42101004104,308,223,200700,28.68359608
308,42101004103,309,213,191700,28.47410791
309,42101980702,310,3622,3259800,26.73061188
310,42101989200,311,8805,7924500,25.21427317
311,42101000102,312,494,444600,27.53150625
312,42101036901,313,1206,1085400,26.12565458
313,42101001204,314,228,205200,27.85339985
314,42101980001,315,3573,3215700,23.99371709
315,42101036902,316,1032,928800,27.59497141
316,42101020702,317,955,859500,25.22942093
317,42101013702,318,362,325800,28.09184349
318,42101020701,319,727,654300,26.32181525
319,42101012502,320,669,602100,26.33517374
320,42101018802,321,280,252000,28.58060848
321,42101014201,322,325,292500,27.93811195
322,42101014202,323,914,822600,25.00186845
323,42101000101,324,390,351000,27.43504795
324,42101980002,325,7199,6479100,24.16674546
325,42101980901,326,15244,13719600,25.6493784
326,42101000404,327,182,163800,26.09230981
327,42101012501,328,326,293400,28.02431146
328,42101000403,329,155,139500,26.6768409
329,42101000701,330,154,138600,27.18923336
330,42101000805,331,80,72000,26.65510483
331,42101000806,332,82,73800,27.2055545
332,42101989300,333,2504,2253600,27.90373629
333,42101016901,334,569,512100,28.18244985
334,42101017000,335,1803,1622700,27.04955078
335,42101017100,336,1274,1146600,27.4119652
336,42101017202,337,320,288000,28.72500467
337,42101027401,338,363,326700,27.90614222
338,42101020101,339,538,484200,27.63093748
339,42101028901,340,681,612900,27.51423316
340,42101030501,341,418,376200,27.71021318
341,42101016702,342,396,356400,28.23915008
342,42101008802,343,441,396900,27.77948683
343,42101021600,344,2355,2119500,25.17275717
344,42101021700,345,1733,1559700,26.12065446
345,42101021900,346,1614,1452600,24.10020384
346,42101023100,348,816,734400,24.5989258
347,42101023500,349,884,795600,24.04110217
348,42101023600,350,1085,976500,24.7406884
349,42101023700,351,1188,1069200,25.69556938
350,42101023900,352,543,488700,24.34806872
351,42101024000,353,683,614700,26.56134931
352,42101024100,354,453,407700,27.04833749
353,42101014900,355,502,451800,27.90855462
354,42101014700,356,374,336600,27.80831591
355,42101014800,357,212,190800,27.49982035
356,42101024200,358,589,530100,26.66440819
357,42101024300,359,755,679500,26.07125256
358,42101024500,360,899,809100,26.52411011
359,42101024600,361,690,621000,27.04317671
360,42101017300,362,969,872100,28.63206049
361,42101017400,363,396,356400,28.13911931
362,42101017500,364,806,725400,28.48235811
363,42101017601,365,645,580500,28.48581226
364,42101024700,366,1042,937800,26.61838369
365,42101024900,367,362,325800,27.80909173
366,42101025200,368,1058,952200,26.94114437
367,42101025400,369,854,768600,26.40014731
368,42101001203,370,115,103500,27.29656186
369,42101001302,371,681,612900,27.72897339
370,42101013701,372,289,260100,28.0721689
371,42101980003,373,570,513000,27.65473488
372,42101001301,374,190,171000,28.29739541
373,42101000702,375,128,115200,27.18357682
374,42101980701,376,4571,4113900,27.60980578
375,42101038301,377,834,750600,28.76031278
376,42101035701,378,665,598500,26.60921686
377,42101035702,379,1731,1557900,26.15876094
378,42101033701,380,1081,972900,26.4525579
379,42101033702,381,1172,1054800,26.12234935
380,42101020102,382,414,372600,28.16544169
381,42101031101,383,389,350100,28.11951955
382,42101031102,384,438,394200,27.58823635
383,42101019502,385,415,373500,28.89116785
384,42101019501,386,438,394200,28.96491628
385,42101028902,387,916,824400,25.78172805
386,42101033101,388,540,486000,27.18586318
387,42101033102,389,799,719100,26.93899223
388,42101031501,390,651,585900,27.58677123
389,42101001102,391,226,203400,27.63967747
390,42101000803,392,170,153000,26.32200676
391,42101017201,393,291,261900,28.94795127
392,42101008601,395,282,253800,27.54224087
393,42101037700,396,821,738900,27.76754694
394,42101010700,397,512,460800,27.69825882
395,42101010800,398,650,585000,27.57479182
396,42101010600,399,295,265500,27.69534157
397,42101005400,400,2643,2378700,23.93199318
398,42101005500,401,1309,1178100,26.95224691
399,42101012204,402,1038,934200,26.3818786
400,42101012203,403,254,228600,27.17006785
401,42101013602,404,276,248400,27.71448196
402,42101034502,405,1136,1022400,26.67914141
403,42101000902,406,172,154800,27.25388159
404,42101001201,407,400,360000,26.76185493
405,42101002702,408,407,366300,28.28943321
